Variable Name;.;.;.;Pre-tax national income  | equal-split adults | Average | Adults | constant 2015 local currency;Pre-tax national income  | equal-split adults | Beta coefficient | Adults | constant 2015 local currency;Pre-tax national income  | equal-split adults | Threshold | Adults | constant 2015 local currency;Pre-tax national income  | equal-split adults | Share | Adults | share of total (ratio)
Variable Category;.;.;.;Income inequality;Income inequality;Income inequality;Income inequality
Variable Description;.;.;.;Average Pre-tax national income within a given percentile group. Pre-tax national income  is the sum of all pre-tax personal income flows accruing to the owners of the production factors, labor and capital, before taking into account the operation of the tax/transfer system, but after taking into account the operation of pension system. The central difference between personal factor income and pre-tax income is the treatment of pensions, which are counted on a contribution basis by factor income and on a distribution basis by pre-tax income. The population is comprised of individuals over age 20. The base unit is the individual (rather than the household) but resources are split equally within couples.;The beta coefficient corresponds to the inverted Pareto-Lorenz coefficient. It is equal to mean income over a given percentile. A coefficient b=2=200% for an income level 100 000 EUR means that the average income above 100 000 EUR is 200 000 EUR, a coefficient of 3 or 300% at income level 1 000 000 EUR means that the average income level above 1 000 000 EUR in a given population is 3 000 000 EUR.;Pre-tax national income threshold value at a given percentile.  Pre-tax national income  is the sum of all pre-tax personal income flows accruing to the owners of the production factors, labor and capital, before taking into account the operation of the tax/transfer system, but after taking into account the operation of pension system. The central difference between personal factor income and pre-tax income is the treatment of pensions, which are counted on a contribution basis by factor income and on a distribution basis by pre-tax income. The population is comprised of individuals over age 20. The base unit is the individual (rather than the household) but resources are split equally within couples.;Pre-tax national income share held by a given percentile group. Pre-tax national income  is the sum of all pre-tax personal income flows accruing to the owners of the production factors, labor and capital, before taking into account the operation of the tax/transfer system, but after taking into account the operation of pension system. The central difference between personal factor income and pre-tax income is the treatment of pensions, which are counted on a contribution basis by factor income and on a distribution basis by pre-tax income. The population is comprised of individuals over age 20. The base unit is the individual (rather than the household) but resources are split equally within couples.
Variable Decomposition;.;.;.;Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking];Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking];Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking];Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking]
Variable Unit;.;.;.;"SAR; Saudi riyal | local currency | market";;"SAR; Saudi riyal | local currency | market";share
Methodological Notes;.;.;.;;;;
Sources;.;.;.;"http://wid.world/document/alvaredoassouadpiketty-middleeast-widworldwp201715/ (Facundo Alvaredo; Lydia Assouad and Thomas Piketty (2017). Measuring Inequality in the Middle East, 1990-2016: The World’s Most Unequal Region? WID.world Working Paper 2017/15)";"http://wid.world/document/alvaredoassouadpiketty-middleeast-widworldwp201715/ (Facundo Alvaredo; Lydia Assouad and Thomas Piketty (2017). Measuring Inequality in the Middle East, 1990-2016: The World’s Most Unequal Region? WID.world Working Paper 2017/15)";"http://wid.world/document/alvaredoassouadpiketty-middleeast-widworldwp201715/ (Facundo Alvaredo; Lydia Assouad and Thomas Piketty (2017). Measuring Inequality in the Middle East, 1990-2016: The World’s Most Unequal Region? WID.world Working Paper 2017/15)";"http://wid.world/document/alvaredoassouadpiketty-middleeast-widworldwp201715/ (Facundo Alvaredo; Lydia Assouad and Thomas Piketty (2017). Measuring Inequality in the Middle East, 1990-2016: The World’s Most Unequal Region? WID.world Working Paper 2017/15)"
Variable Code;country;year;perc;aptinc992j;bptinc992j;tptinc992j;sptinc992j
;SA;2008;p0p100;114736.168392;-0.0340599864721;-3368650.0;1.0
;SA;2008;p0p50;30484.7176624;;-3368650.0;0.1328470267
;SA;2008;p50p90;97869.306266;;51017.0820312;0.3411977501
